parsed_smell,parsed_smell_identifiers,message
"
		287 MethodDeclaration
			287 PredefinedType
			287 ParameterList
				287 Parameter
					287 GenericName
						287 TypeArgumentList
							287 PredefinedType
							287 IdentifierName
			287 ArrowExpressionClause
				287 InvocationExpression
					287 IdentifierName
					287 ArgumentList
						287 Argument
							287 IdentifierName
						287 Argument
							287 InvocationExpression
								287 SimpleMemberAccessExpression
									287 IdentifierName
									287 IdentifierName
								287 ArgumentList","
		287 MethodDeclaration
			287 PredefinedType
			287 ParameterList
				287 Parameter
					287 GenericName
						287 TypeArgumentList
							287 PredefinedType
							287 IdentifierName OpenApiServerVariable
			287 ArrowExpressionClause
				287 InvocationExpression
					287 IdentifierName Validate
					287 ArgumentList
						287 Argument
							287 IdentifierName item
						287 Argument
							287 InvocationExpression
								287 SimpleMemberAccessExpression
									287 IdentifierName item
									287 IdentifierName GetType
								287 ArgumentList",Rename parameter 'item' to 'serverVariables' to match the base class declaration.
"
		292 MethodDeclaration
			292 PredefinedType
			292 ParameterList
				292 Parameter
					292 GenericName
						292 TypeArgumentList
							292 PredefinedType
							292 IdentifierName
			292 ArrowExpressionClause
				292 InvocationExpression
					292 IdentifierName
					292 ArgumentList
						292 Argument
							292 IdentifierName
						292 Argument
							292 InvocationExpression
								292 SimpleMemberAccessExpression
									292 IdentifierName
									292 IdentifierName
								292 ArgumentList","
		292 MethodDeclaration
			292 PredefinedType
			292 ParameterList
				292 Parameter
					292 GenericName
						292 TypeArgumentList
							292 PredefinedType
							292 IdentifierName OpenApiEncoding
			292 ArrowExpressionClause
				292 InvocationExpression
					292 IdentifierName Validate
					292 ArgumentList
						292 Argument
							292 IdentifierName item
						292 Argument
							292 InvocationExpression
								292 SimpleMemberAccessExpression
									292 IdentifierName item
									292 IdentifierName GetType
								292 ArgumentList",Rename parameter 'item' to 'encodings' to match the base class declaration.
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName
							19 ArgumentList
								19 Argument
									19 StringLiteralExpression","
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName Regex
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName Regex
							19 ArgumentList
								19 Argument
									19 StringLiteralExpression",Make this field 'private' and encapsulate it in a 'public' property.
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName
							19 ArgumentList
								19 Argument
									19 StringLiteralExpression","
		19 FieldDeclaration
			19 VariableDeclaration
				19 IdentifierName Regex
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 IdentifierName Regex
							19 ArgumentList
								19 Argument
									19 StringLiteralExpression",Change the visibility of 'KeyRegex' or make it 'const' or 'readonly'.
"
											26 IfStatement
												26 LogicalNotExpression
													26 InvocationExpression
														26 SimpleMemberAccessExpression
															26 SimpleMemberAccessExpression
																26 IdentifierName
																26 IdentifierName
															26 IdentifierName
														26 ArgumentList","
											26 IfStatement
												26 LogicalNotExpression
													26 InvocationExpression
														26 SimpleMemberAccessExpression
															26 SimpleMemberAccessExpression
																26 IdentifierName item
																26 IdentifierName Email
															26 IdentifierName IsEmailAddress
														26 ArgumentList",Merge this if statement with the enclosing one.
"
									24 ForEachStatement
										24 IdentifierName
										24 SimpleMemberAccessExpression
											24 IdentifierName
											24 IdentifierName","
									24 ForEachStatement
										24 IdentifierName var
										24 SimpleMemberAccessExpression
											24 IdentifierName item
											24 IdentifierName Extensions",Loop should be simplified by calling Select(extensible => extensible.Key))
"
						60 IfStatement
							60 IsExpression
								60 IdentifierName
								60 IdentifierName","
						60 IfStatement
							60 IsExpression
								60 IdentifierName value
								60 IdentifierName OpenApiNull",Merge this if statement with the enclosing one.
"
						280 ReturnStatement","
						280 ReturnStatement",Remove this redundant jump.
"
		19 FieldDeclaration
			19 VariableDeclaration
				19 GenericName
					19 TypeArgumentList
						19 IdentifierName
						19 GenericName
							19 TypeArgumentList
								19 IdentifierName
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 GenericName
								19 TypeArgumentList
									19 IdentifierName
									19 GenericName
										19 TypeArgumentList
											19 IdentifierName
							19 ArgumentList","
		19 FieldDeclaration
			19 VariableDeclaration
				19 GenericName
					19 TypeArgumentList
						19 IdentifierName Type
						19 GenericName
							19 TypeArgumentList
								19 IdentifierName ValidationRule
				19 VariableDeclarator
					19 EqualsValueClause
						19 ObjectCreationExpression
							19 GenericName
								19 TypeArgumentList
									19 IdentifierName Type
									19 GenericName
										19 TypeArgumentList
											19 IdentifierName ValidationRule
							19 ArgumentList",Make '_rules' 'readonly'.
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 GenericName
					23 TypeArgumentList
						23 IdentifierName
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 GenericName
								23 TypeArgumentList
									23 IdentifierName
							23 ArgumentList","
		23 FieldDeclaration
			23 VariableDeclaration
				23 GenericName
					23 TypeArgumentList
						23 IdentifierName ValidationRule
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 GenericName
								23 TypeArgumentList
									23 IdentifierName ValidationRule
							23 ArgumentList",Make '_emptyRules' 'readonly'.
"
						116 ReturnStatement
							116 InvocationExpression
								116 SimpleMemberAccessExpression
									116 InvocationExpression
										116 SimpleMemberAccessExpression
											116 SimpleMemberAccessExpression
												116 IdentifierName
												116 IdentifierName
											116 IdentifierName
										116 ArgumentList
											116 Argument
												116 SimpleLambdaExpression
													116 Parameter
													116 IdentifierName
									116 IdentifierName
								116 ArgumentList","
						116 ReturnStatement
							116 InvocationExpression
								116 SimpleMemberAccessExpression
									116 InvocationExpression
										116 SimpleMemberAccessExpression
											116 SimpleMemberAccessExpression
												116 IdentifierName _rules
												116 IdentifierName Values
											116 IdentifierName SelectMany
										116 ArgumentList
											116 Argument
												116 SimpleLambdaExpression
													116 Parameter
													116 IdentifierName v
									116 IdentifierName ToList
								116 ArgumentList","Refactor 'Rules' into a method, properties should not copy collections."
"
		44 FieldDeclaration
			44 VariableDeclaration
				44 PredefinedType
				44 VariableDeclarator
					44 EqualsValueClause
						44 FalseLiteralExpression","
		44 FieldDeclaration
			44 VariableDeclaration
				44 PredefinedType
				44 VariableDeclarator
					44 EqualsValueClause
						44 FalseLiteralExpression",Make '_produceTerseOutput' 'readonly'.
"
		42 ConstructorDeclaration
			42 ParameterList
				42 Parameter
					42 IdentifierName
			42 ThisConstructorInitializer
				42 ArgumentList
					42 Argument
						42 IdentifierName
					42 Argument
						42 NullLiteralExpression","
		42 ConstructorDeclaration
			42 ParameterList
				42 Parameter
					42 IdentifierName TextWriter
			42 ThisConstructorInitializer
				42 ArgumentList
					42 Argument
						42 IdentifierName textWriter
					42 Argument
						42 NullLiteralExpression",Change the visibility of this constructor to 'protected'.
"
		51 ConstructorDeclaration
			51 ParameterList
				51 Parameter
					51 IdentifierName
				51 Parameter
					51 IdentifierName","
		51 ConstructorDeclaration
			51 ParameterList
				51 Parameter
					51 IdentifierName TextWriter
				51 Parameter
					51 IdentifierName OpenApiWriterSettings",Change the visibility of this constructor to 'protected'.
"
		22 MethodDeclaration
			22 PredefinedType
			22 ParameterList
				22 Parameter
					22 IdentifierName
				22 Parameter
					22 PredefinedType
				22 Parameter
					22 PredefinedType","
		22 MethodDeclaration
			22 PredefinedType
			22 ParameterList
				22 Parameter
					22 IdentifierName IOpenApiWriter
				22 Parameter
					22 PredefinedType
				22 Parameter
					22 PredefinedType",All 'WriteProperty' method overloads should be adjacent.
"
		248 MethodDeclaration
			248 PredefinedType
			248 ParameterList","
		248 MethodDeclaration
			248 PredefinedType
			248 ParameterList",All 'WriteOptionalMap' method overloads should be adjacent.
"
		267 MethodDeclaration
			267 PredefinedType
			267 ParameterList","
		267 MethodDeclaration
			267 PredefinedType
			267 ParameterList",All 'WriteRequiredMap' method overloads should be adjacent.
"
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName
							33 IdentifierName","
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName ReferenceInlineSetting
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName ReferenceInlineSetting
							33 IdentifierName DoNotInlineReferences",'ReferenceInlineSetting' is obsolete: 'Use InlineLocalReference and InlineExternalReference settings instead'
"
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName
							33 IdentifierName","
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName ReferenceInlineSetting
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName ReferenceInlineSetting
							33 IdentifierName DoNotInlineReferences",'ReferenceInlineSetting' is obsolete: 'Use InlineLocalReference and InlineExternalReference settings instead'
,,Remove this commented out code.
"
							152 Block
								153 ExpressionStatement
									153 InvocationExpression
										153 SimpleMemberAccessExpression
											153 IdentifierName
											153 IdentifierName
										153 ArgumentList
								154 ExpressionStatement
									154 InvocationExpression
										154 IdentifierName
										154 ArgumentList","
							152 Block
								153 ExpressionStatement
									153 InvocationExpression
										153 SimpleMemberAccessExpression
											153 IdentifierName Writer
											153 IdentifierName WriteLine
										153 ArgumentList
								154 ExpressionStatement
									154 InvocationExpression
										154 IdentifierName WriteIndentation
										154 ArgumentList",Either merge this branch with the identical one on line 145 or change one of the implementations.
"
				246 ExpressionStatement
					246 InvocationExpression
						246 SimpleMemberAccessExpression
							246 IdentifierName
							246 IdentifierName
						246 ArgumentList
							246 Argument
								246 IdentifierName","
				246 ExpressionStatement
					246 InvocationExpression
						246 SimpleMemberAccessExpression
							246 IdentifierName handler
							246 IdentifierName Invoke
						246 ArgumentList
							246 Argument
								246 IdentifierName context",Dereference of a possibly null reference.
