parsed_smell,parsed_smell_identifiers,message
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 GenericName
					23 TypeArgumentList
						23 IdentifierName
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 GenericName
								23 TypeArgumentList
									23 IdentifierName
							23 ArgumentList","
		23 FieldDeclaration
			23 VariableDeclaration
				23 GenericName
					23 TypeArgumentList
						23 IdentifierName ValidationRule
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 GenericName
								23 TypeArgumentList
									23 IdentifierName ValidationRule
							23 ArgumentList",Adjustment
"
						116 ReturnStatement
							116 InvocationExpression
								116 SimpleMemberAccessExpression
									116 InvocationExpression
										116 SimpleMemberAccessExpression
											116 SimpleMemberAccessExpression
												116 IdentifierName
												116 IdentifierName
											116 IdentifierName
										116 ArgumentList
											116 Argument
												116 SimpleLambdaExpression
													116 Parameter
													116 IdentifierName
									116 IdentifierName
								116 ArgumentList","
						116 ReturnStatement
							116 InvocationExpression
								116 SimpleMemberAccessExpression
									116 InvocationExpression
										116 SimpleMemberAccessExpression
											116 SimpleMemberAccessExpression
												116 IdentifierName _rules
												116 IdentifierName Values
											116 IdentifierName SelectMany
										116 ArgumentList
											116 Argument
												116 SimpleLambdaExpression
													116 Parameter
													116 IdentifierName v
									116 IdentifierName ToList
								116 ArgumentList",Refactor
"
		44 FieldDeclaration
			44 VariableDeclaration
				44 PredefinedType
				44 VariableDeclarator
					44 EqualsValueClause
						44 FalseLiteralExpression","
		44 FieldDeclaration
			44 VariableDeclaration
				44 PredefinedType
				44 VariableDeclarator
					44 EqualsValueClause
						44 FalseLiteralExpression",Adjustment
"
		42 ConstructorDeclaration
			42 ParameterList
				42 Parameter
					42 IdentifierName
			42 ThisConstructorInitializer
				42 ArgumentList
					42 Argument
						42 IdentifierName
					42 Argument
						42 NullLiteralExpression","
		42 ConstructorDeclaration
			42 ParameterList
				42 Parameter
					42 IdentifierName TextWriter
			42 ThisConstructorInitializer
				42 ArgumentList
					42 Argument
						42 IdentifierName textWriter
					42 Argument
						42 NullLiteralExpression",Adjustment
"
		51 ConstructorDeclaration
			51 ParameterList
				51 Parameter
					51 IdentifierName
				51 Parameter
					51 IdentifierName","
		51 ConstructorDeclaration
			51 ParameterList
				51 Parameter
					51 IdentifierName TextWriter
				51 Parameter
					51 IdentifierName OpenApiWriterSettings",Adjustment
"
		22 MethodDeclaration
			22 PredefinedType
			22 ParameterList
				22 Parameter
					22 IdentifierName
				22 Parameter
					22 PredefinedType
				22 Parameter
					22 PredefinedType","
		22 MethodDeclaration
			22 PredefinedType
			22 ParameterList
				22 Parameter
					22 IdentifierName IOpenApiWriter
				22 Parameter
					22 PredefinedType
				22 Parameter
					22 PredefinedType",Refactor
"
		248 MethodDeclaration
			248 PredefinedType
			248 ParameterList","
		248 MethodDeclaration
			248 PredefinedType
			248 ParameterList",Refactor
"
		267 MethodDeclaration
			267 PredefinedType
			267 ParameterList","
		267 MethodDeclaration
			267 PredefinedType
			267 ParameterList",Refactor
"
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName
							33 IdentifierName","
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName ReferenceInlineSetting
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName ReferenceInlineSetting
							33 IdentifierName DoNotInlineReferences",Refactor
"
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName
							33 IdentifierName","
		33 FieldDeclaration
			33 VariableDeclaration
				33 IdentifierName ReferenceInlineSetting
				33 VariableDeclarator
					33 EqualsValueClause
						33 SimpleMemberAccessExpression
							33 IdentifierName ReferenceInlineSetting
							33 IdentifierName DoNotInlineReferences",Refactor
"
							152 Block
								153 ExpressionStatement
									153 InvocationExpression
										153 SimpleMemberAccessExpression
											153 IdentifierName
											153 IdentifierName
										153 ArgumentList
								154 ExpressionStatement
									154 InvocationExpression
										154 IdentifierName
										154 ArgumentList","
							152 Block
								153 ExpressionStatement
									153 InvocationExpression
										153 SimpleMemberAccessExpression
											153 IdentifierName Writer
											153 IdentifierName WriteLine
										153 ArgumentList
								154 ExpressionStatement
									154 InvocationExpression
										154 IdentifierName WriteIndentation
										154 ArgumentList",Adjustment
"
				246 ExpressionStatement
					246 InvocationExpression
						246 SimpleMemberAccessExpression
							246 IdentifierName
							246 IdentifierName
						246 ArgumentList
							246 Argument
								246 IdentifierName","
				246 ExpressionStatement
					246 InvocationExpression
						246 SimpleMemberAccessExpression
							246 IdentifierName handler
							246 IdentifierName Invoke
						246 ArgumentList
							246 Argument
								246 IdentifierName context",Refactor
"
				262 ExpressionStatement
					262 InvocationExpression
						262 SimpleMemberAccessExpression
							262 IdentifierName
							262 IdentifierName
						262 ArgumentList
							262 Argument
								262 IdentifierName","
				262 ExpressionStatement
					262 InvocationExpression
						262 SimpleMemberAccessExpression
							262 IdentifierName handler
							262 IdentifierName Invoke
						262 ArgumentList
							262 Argument
								262 IdentifierName context",Refactor
"
															32 ObjectInitializerExpression","
															32 ObjectInitializerExpression",Refactor
"
									54 ObjectInitializerExpression","
									54 ObjectInitializerExpression",Refactor
"
				16 LocalDeclarationStatement
					16 VariableDeclaration
						16 IdentifierName
						16 VariableDeclarator
							16 EqualsValueClause
								16 ParenthesizedLambdaExpression
									16 ParameterList
									16 ObjectCreationExpression
										16 IdentifierName
										16 ArgumentList
											16 Argument
												16 NullLiteralExpression","
				16 LocalDeclarationStatement
					16 VariableDeclaration
						16 IdentifierName Action
						16 VariableDeclarator
							16 EqualsValueClause
								16 ParenthesizedLambdaExpression
									16 ParameterList
									16 ObjectCreationExpression
										16 IdentifierName BodyExpression
										16 ArgumentList
											16 Argument
												16 NullLiteralExpression",Refactor
"
				19 LocalDeclarationStatement
					19 VariableDeclaration
						19 IdentifierName
						19 VariableDeclarator
							19 EqualsValueClause
								19 ParenthesizedLambdaExpression
									19 ParameterList
									19 ObjectCreationExpression
										19 IdentifierName
										19 ArgumentList
											19 Argument
												19 IdentifierName","
				19 LocalDeclarationStatement
					19 VariableDeclaration
						19 IdentifierName Action
						19 VariableDeclarator
							19 EqualsValueClause
								19 ParenthesizedLambdaExpression
									19 ParameterList
									19 ObjectCreationExpression
										19 IdentifierName HeaderExpression
										19 ArgumentList
											19 Argument
												19 IdentifierName token",Refactor
"
				22 ExpressionStatement
					22 InvocationExpression
						22 SimpleMemberAccessExpression
							22 IdentifierName
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName
						22 ArgumentList
							22 Argument
								22 StringLiteralExpression
							22 Argument
								22 IdentifierName","
				22 ExpressionStatement
					22 InvocationExpression
						22 SimpleMemberAccessExpression
							22 IdentifierName Assert
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName ArgumentException
						22 ArgumentList
							22 Argument
								22 StringLiteralExpression
							22 Argument
								22 IdentifierName test",Refactor
"
				19 LocalDeclarationStatement
					19 VariableDeclaration
						19 IdentifierName
						19 VariableDeclarator
							19 EqualsValueClause
								19 ParenthesizedLambdaExpression
									19 ParameterList
									19 ObjectCreationExpression
										19 IdentifierName
										19 ArgumentList
											19 Argument
												19 IdentifierName","
				19 LocalDeclarationStatement
					19 VariableDeclaration
						19 IdentifierName Action
						19 VariableDeclarator
							19 EqualsValueClause
								19 ParenthesizedLambdaExpression
									19 ParameterList
									19 ObjectCreationExpression
										19 IdentifierName PathExpression
										19 ArgumentList
											19 Argument
												19 IdentifierName name",Refactor
"
				22 ExpressionStatement
					22 InvocationExpression
						22 SimpleMemberAccessExpression
							22 IdentifierName
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName
						22 ArgumentList
							22 Argument
								22 StringLiteralExpression
							22 Argument
								22 IdentifierName","
				22 ExpressionStatement
					22 InvocationExpression
						22 SimpleMemberAccessExpression
							22 IdentifierName Assert
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName ArgumentException
						22 ArgumentList
							22 Argument
								22 StringLiteralExpression
							22 Argument
								22 IdentifierName test",Refactor
"
				19 LocalDeclarationStatement
					19 VariableDeclaration
						19 IdentifierName
						19 VariableDeclarator
							19 EqualsValueClause
								19 ParenthesizedLambdaExpression
									19 ParameterList
									19 ObjectCreationExpression
										19 IdentifierName
										19 ArgumentList
											19 Argument
												19 IdentifierName","
				19 LocalDeclarationStatement
					19 VariableDeclaration
						19 IdentifierName Action
						19 VariableDeclarator
							19 EqualsValueClause
								19 ParenthesizedLambdaExpression
									19 ParameterList
									19 ObjectCreationExpression
										19 IdentifierName QueryExpression
										19 ArgumentList
											19 Argument
												19 IdentifierName name",Refactor
"
				22 ExpressionStatement
					22 InvocationExpression
						22 SimpleMemberAccessExpression
							22 IdentifierName
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName
						22 ArgumentList
							22 Argument
								22 StringLiteralExpression
							22 Argument
								22 IdentifierName","
				22 ExpressionStatement
					22 InvocationExpression
						22 SimpleMemberAccessExpression
							22 IdentifierName Assert
							22 GenericName
								22 TypeArgumentList
									22 IdentifierName ArgumentException
						22 ArgumentList
							22 Argument
								22 StringLiteralExpression
							22 Argument
								22 IdentifierName test",Refactor
"
				16 LocalDeclarationStatement
					16 VariableDeclaration
						16 IdentifierName
						16 VariableDeclarator
							16 EqualsValueClause
								16 ParenthesizedLambdaExpression
									16 ParameterList
									16 ObjectCreationExpression
										16 IdentifierName
										16 ArgumentList
											16 Argument
												16 NameColon
													16 IdentifierName
												16 NullLiteralExpression","
				16 LocalDeclarationStatement
					16 VariableDeclaration
						16 IdentifierName Action
						16 VariableDeclarator
							16 EqualsValueClause
								16 ParenthesizedLambdaExpression
									16 ParameterList
									16 ObjectCreationExpression
										16 IdentifierName RequestExpression
										16 ArgumentList
											16 Argument
												16 NameColon
													16 IdentifierName source
												16 NullLiteralExpression",Refactor
