parsed_smell,parsed_smell_identifiers,message
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_entries
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_entries
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression
","
				 IfStatement
					 EqualsExpression
						 InvocationExpression
							 SimpleMemberAccessExpression
								 IdentifierName matched_sections
								 GenericName
									 TypeArgumentList
										 PredefinedType
							 ArgumentList
						 NumericLiteralExpression",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
							 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName ConfigurationConstants
								 IdentifierName Values
							 IdentifierName DEFAULT_BACKGROUND_SENDING_INTERVAL",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
							 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName ConfigurationConstants
								 IdentifierName Values
							 IdentifierName DEFAULT_HEARTBEAT_INTERVAL",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
							 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName ConfigurationConstants
								 IdentifierName Values
							 IdentifierName DEFAULT_MAXSOCKET_RECONNECTNUM",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
							 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName ConfigurationConstants
								 IdentifierName Values
							 IdentifierName DEFAULT_SERVER_PORT",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName
								 IdentifierName
							 IdentifierName
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
					 EqualsValueClause
						 SimpleMemberAccessExpression
							 SimpleMemberAccessExpression
								 IdentifierName ConfigurationConstants
								 IdentifierName Values
							 IdentifierName DEFAULT_PROXY_PORT",Adjustment
"
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName
","
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName Obsolete",Deficient
"
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName
","
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName Obsolete",Deficient
"
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName
","
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName Obsolete",Deficient
"
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName
","
		 PropertyDeclaration
			 AttributeList
				 Attribute
					 IdentifierName Obsolete",Deficient
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName ConfigurationSection
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 IdentifierName ConfigurationSection
							 ArgumentList",Adjustment
"
					 CatchClause
						 Block
","
					 CatchClause
						 Block",Refactor
"
					 CatchClause
						 Block
","
					 CatchClause
						 Block",Refactor
"
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName
										 VariableDeclarator
											 EqualsValueClause
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 BitwiseOrExpression
																 BitwiseOrExpression
																	 SimpleMemberAccessExpression
																		 IdentifierName
																		 IdentifierName
																	 SimpleMemberAccessExpression
																		 IdentifierName
																		 IdentifierName
																 SimpleMemberAccessExpression
																	 IdentifierName
																	 IdentifierName
","
								 LocalDeclarationStatement
									 VariableDeclaration
										 IdentifierName var
										 VariableDeclarator
											 EqualsValueClause
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName type
														 IdentifierName GetProperties
													 ArgumentList
														 Argument
															 BitwiseOrExpression
																 BitwiseOrExpression
																	 SimpleMemberAccessExpression
																		 IdentifierName BindingFlags
																		 IdentifierName Static
																	 SimpleMemberAccessExpression
																		 IdentifierName BindingFlags
																		 IdentifierName Public
																 SimpleMemberAccessExpression
																	 IdentifierName BindingFlags
																	 IdentifierName NonPublic",Adjustment
