parsed_smell,parsed_smell_identifiers,message,message_encoded
"
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
											 ArgumentList
												 Argument
													 SimpleLambdaExpression
														 Parameter
														 NotEqualsExpression
															 InvocationExpression
																 SimpleMemberAccessExpression
																	 IdentifierName
																	 IdentifierName
																 ArgumentList
																	 Argument
																		 SimpleMemberAccessExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName
																				 IdentifierName
																			 IdentifierName
															 NullLiteralExpression
										 IdentifierName
									 ArgumentList
","
				 LocalDeclarationStatement
					 VariableDeclaration
						 PredefinedType
						 VariableDeclarator
							 EqualsValueClause
								 InvocationExpression
									 SimpleMemberAccessExpression
										 InvocationExpression
											 SimpleMemberAccessExpression
												 IdentifierName proxyEntries
												 IdentifierName Where
											 ArgumentList
												 Argument
													 SimpleLambdaExpression
														 Parameter
														 NotEqualsExpression
															 InvocationExpression
																 SimpleMemberAccessExpression
																	 IdentifierName _
																	 IdentifierName Attribute
																 ArgumentList
																	 Argument
																		 SimpleMemberAccessExpression
																			 SimpleMemberAccessExpression
																				 IdentifierName ConfigurationConstants
																				 IdentifierName Attrs
																			 IdentifierName AVAILABILITY_GROUP
															 NullLiteralExpression
										 IdentifierName Count
									 ArgumentList",Refactor,2
"
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
									 IdentifierName
								 ArgumentList
","
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Servers
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName _
														 IdentifierName Instances
									 IdentifierName ToList
								 ArgumentList",Refactor,2
"
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
									 IdentifierName
								 ArgumentList
","
				 GetAccessorDeclaration
					 Block
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Proxies
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 SimpleMemberAccessExpression
														 IdentifierName _
														 IdentifierName Instances
									 IdentifierName ToList
								 ArgumentList",Refactor,2
"
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
															 IdentifierName
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName
																		 IdentifierName
									 IdentifierName
								 ArgumentList
","
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Servers
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName _
																 IdentifierName Instances
															 IdentifierName Select
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName instance
																		 IdentifierName EndPoint
									 IdentifierName ToList
								 ArgumentList",Refactor,2
"
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName
											 IdentifierName
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
															 IdentifierName
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName
																		 IdentifierName
									 IdentifierName
								 ArgumentList
","
						 ReturnStatement
							 InvocationExpression
								 SimpleMemberAccessExpression
									 InvocationExpression
										 SimpleMemberAccessExpression
											 IdentifierName Proxies
											 IdentifierName SelectMany
										 ArgumentList
											 Argument
												 SimpleLambdaExpression
													 Parameter
													 InvocationExpression
														 SimpleMemberAccessExpression
															 SimpleMemberAccessExpression
																 IdentifierName _
																 IdentifierName Instances
															 IdentifierName Select
														 ArgumentList
															 Argument
																 SimpleLambdaExpression
																	 Parameter
																	 SimpleMemberAccessExpression
																		 IdentifierName instance
																		 IdentifierName EndPoint
									 IdentifierName ToList
								 ArgumentList",Refactor,2
"
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
","
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName IPAddressComparer
														 IdentifierName IsLocalhost
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName instance
																 IdentifierName HostName",Refactor,2
"
						 ForEachStatement
							 IdentifierName
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName
									 BracketedArgumentList
										 Argument
											 IdentifierName
								 IdentifierName
","
						 ForEachStatement
							 IdentifierName var
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName Servers
									 BracketedArgumentList
										 Argument
											 IdentifierName i
								 IdentifierName Instances",Refactor,2
"
				 ReturnStatement
					 NullLiteralExpression
","
				 ReturnStatement
					 NullLiteralExpression",Refactor,2
"
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName
																 IdentifierName
","
										 IfStatement
											 LogicalAndExpression
												 InvocationExpression
													 SimpleMemberAccessExpression
														 IdentifierName IPAddressComparer
														 IdentifierName IsLocalhost
													 ArgumentList
														 Argument
															 SimpleMemberAccessExpression
																 IdentifierName instance
																 IdentifierName HostName",Refactor,2
"
						 ForEachStatement
							 IdentifierName
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName
									 BracketedArgumentList
										 Argument
											 IdentifierName
								 IdentifierName
","
						 ForEachStatement
							 IdentifierName var
							 SimpleMemberAccessExpression
								 ElementAccessExpression
									 IdentifierName Proxies
									 BracketedArgumentList
										 Argument
											 IdentifierName i
								 IdentifierName Instances",Refactor,2
"
				 ReturnStatement
					 NullLiteralExpression
","
				 ReturnStatement
					 NullLiteralExpression",Refactor,2
"
		 MethodDeclaration
			 GenericName
				 TypeArgumentList
					 IdentifierName
			 ParameterList
				 Parameter
					 IdentifierName
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
","
		 MethodDeclaration
			 GenericName
				 TypeArgumentList
					 IdentifierName AvailabilityGroup
			 ParameterList
				 Parameter
					 IdentifierName XMLConfig
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType
				 Parameter
					 PredefinedType",Refactor,2
"
						 LocalDeclarationStatement
							 VariableDeclaration
								 PredefinedType
								 VariableDeclarator
									 EqualsValueClause
										 NullLiteralExpression
","
						 LocalDeclarationStatement
							 VariableDeclaration
								 PredefinedType
								 VariableDeclarator
									 EqualsValueClause
										 NullLiteralExpression",Rename,4
"
				 ReturnStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName
							 IdentifierName
						 ArgumentList
							 Argument
								 SimpleLambdaExpression
									 Parameter
									 ObjectCreationExpression
										 IdentifierName
										 ArgumentList
											 Argument
												 SimpleMemberAccessExpression
													 IdentifierName
													 IdentifierName
											 Argument
												 InvocationExpression
													 SimpleMemberAccessExpression
														 SimpleMemberAccessExpression
															 IdentifierName
															 IdentifierName
														 IdentifierName
													 ArgumentList
														 Argument
															 SimpleLambdaExpression
																 Parameter
																 CastExpression
																	 IdentifierName
																	 IdentifierName
","
				 ReturnStatement
					 InvocationExpression
						 SimpleMemberAccessExpression
							 IdentifierName id_infolist_dict
							 IdentifierName Select
						 ArgumentList
							 Argument
								 SimpleLambdaExpression
									 Parameter
									 ObjectCreationExpression
										 IdentifierName AvailabilityGroup
										 ArgumentList
											 Argument
												 SimpleMemberAccessExpression
													 IdentifierName _
													 IdentifierName Key
											 Argument
												 InvocationExpression
													 SimpleMemberAccessExpression
														 SimpleMemberAccessExpression
															 IdentifierName _
															 IdentifierName Value
														 IdentifierName Select
													 ArgumentList
														 Argument
															 SimpleLambdaExpression
																 Parameter
																 CastExpression
																	 IdentifierName ServerInfo
																	 IdentifierName si",Remove,3
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
			 Block
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName
						 ArgumentList
							 Argument
								 AddExpression
									 StringLiteralExpression
									 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 PredefinedType
			 Block
				 ThrowStatement
					 ObjectCreationExpression
						 IdentifierName IOException
						 ArgumentList
							 Argument
								 AddExpression
									 StringLiteralExpression
									 IdentifierName log_dir",Remove,3
